2020-06-08 20:03:03.274080,0:00:00.556384
2020-06-08 20:03:04.837422,0:00:00.121693
2020-06-08 20:03:05.962904,0:00:00.133098
2020-06-08 20:03:07.099725,0:00:00.163037
2020-06-08 20:03:08.265559,0:00:00.120342
2020-06-08 20:03:09.388751,0:00:00.177381
2020-06-08 20:03:10.569761,0:00:00.115625
2020-06-08 20:03:11.689438,0:00:00.159760
2020-06-08 20:03:12.853263,0:00:00.138638
2020-06-08 20:03:13.995254,0:00:00.170044
2020-06-08 20:03:15.169397,0:00:00.173487
2020-06-08 20:03:16.346699,0:00:00.124686
2020-06-08 20:03:17.474925,0:00:00.137976
2020-06-08 20:03:18.618749,0:00:00.149266
2020-06-08 20:03:19.771609,0:00:00.296952
2020-06-08 20:03:21.072229,0:00:00.146441
2020-06-08 20:03:22.222610,0:00:00.109835
2020-06-08 20:03:23.336119,0:00:00.155098
2020-06-08 20:03:24.494935,0:00:00.108073
2020-06-08 20:03:25.606023,0:00:00.104805
2020-06-08 20:03:26.718795,0:00:00.105824
2020-06-08 20:03:27.828659,0:00:00.118418
2020-06-08 20:03:28.953054,0:00:00.116578
2020-06-08 20:03:30.073354,0:00:00.315350
2020-06-08 20:03:31.394543,0:00:00.227861
2020-06-08 20:03:32.626611,0:00:00.131180
2020-06-08 20:03:33.763245,0:00:00.113667
2020-06-08 20:03:34.881561,0:00:00.182007
2020-06-08 20:03:36.067634,0:00:00.169681
2020-06-08 20:03:37.241586,0:00:00.223327
2020-06-08 20:03:38.471487,0:00:00.151978
2020-06-08 20:03:39.628800,0:00:00.128249
2020-06-08 20:03:40.761425,0:00:00.136930
2020-06-08 20:03:41.902224,0:00:00.140702
2020-06-08 20:03:43.048347,0:00:00.118965
2020-06-08 20:03:44.171606,0:00:00.125822
2020-06-08 20:03:45.304063,0:00:00.187097
2020-06-08 20:03:46.496034,0:00:00.144785
2020-06-08 20:03:47.645798,0:00:00.128152
2020-06-08 20:03:48.778404,0:00:00.112477
2020-06-08 20:03:49.894811,0:00:00.156065
2020-06-08 20:03:51.055171,0:00:00.119490
2020-06-08 20:03:52.190213,0:00:00.125410
2020-06-08 20:03:53.320126,0:00:00.157466
2020-06-08 20:03:54.481463,0:00:00.131053
2020-06-08 20:03:55.616694,0:00:00.139103
2020-06-08 20:03:56.759415,0:00:00.109328
2020-06-08 20:03:57.872122,0:00:00.112816
2020-06-08 20:03:58.988586,0:00:00.114594
2020-06-08 20:04:00.107202,0:00:00.154573
2020-06-08 20:04:01.265617,0:00:00.185425
2020-06-08 20:04:02.459613,0:00:00.136508
2020-06-08 20:04:03.600174,0:00:00.118204
2020-06-08 20:04:04.722095,0:00:00.111112
2020-06-08 20:04:05.836940,0:00:00.118800
2020-06-08 20:04:06.959256,0:00:00.113312
2020-06-08 20:04:08.077013,0:00:00.115168
2020-06-08 20:04:09.196967,0:00:00.178313
2020-06-08 20:04:10.378703,0:00:00.107887
2020-06-08 20:04:11.489917,0:00:00.126832
2020-06-08 20:04:12.620290,0:00:00.117040
2020-06-08 20:04:13.741076,0:00:00.309824
2020-06-08 20:04:15.054245,0:00:00.121289
2020-06-08 20:04:16.179386,0:00:00.128342
2020-06-08 20:04:17.311953,0:00:00.135468
2020-06-08 20:04:18.451559,0:00:00.175158
2020-06-08 20:04:19.631182,0:00:00.134587
2020-06-08 20:04:20.774765,0:00:00.186595
2020-06-08 20:04:21.964957,0:00:00.118619
2020-06-08 20:04:23.088824,0:00:00.141187
2020-06-08 20:04:24.237753,0:00:00.264964
2020-06-08 20:04:25.506320,0:00:00.186831
2020-06-08 20:04:26.696985,0:00:00.113128
2020-06-08 20:04:27.813858,0:00:00.150976
2020-06-08 20:04:28.968656,0:00:00.121654
2020-06-08 20:04:30.093632,0:00:00.148641
2020-06-08 20:04:31.246442,0:00:00.125281
2020-06-08 20:04:32.376277,0:00:00.129710
2020-06-08 20:04:33.509410,0:00:00.128470
2020-06-08 20:04:34.641564,0:00:00.125115
2020-06-08 20:04:35.769553,0:00:00.116943
2020-06-08 20:04:36.889973,0:00:00.105087
2020-06-08 20:04:37.999518,0:00:00.137002
2020-06-08 20:04:39.140634,0:00:00.186428
2020-06-08 20:04:40.332536,0:00:00.165248
2020-06-08 20:04:41.501691,0:00:00.187493
2020-06-08 20:04:42.692841,0:00:00.121209
2020-06-08 20:04:43.820506,0:00:00.107328
2020-06-08 20:04:44.931295,0:00:00.112057
2020-06-08 20:04:46.046861,0:00:00.112780
2020-06-08 20:04:47.163357,0:00:00.111678
2020-06-08 20:04:48.278953,0:00:00.204250
2020-06-08 20:04:49.487050,0:00:00.135509
2020-06-08 20:04:50.626203,0:00:00.197760
2020-06-08 20:04:51.828983,0:00:00.116677
2020-06-08 20:04:52.950061,0:00:00.128133
